ACCODE,ACC_NM,2015-12-01,2016-12-01,2017-12-01,2018-12-01,2019-12-01
403600,법인세환입,NaN,NaN,NaN,NaN,NaN
403610,법인세납부(-),NaN,NaN,NaN,NaN,NaN
403620,중단사업관련현금흐름,NaN,NaN,NaN,NaN,NaN
403630,재무활동으로인한현금흐름,6332.18634,16312.916507000002,-2871.7562955000003,3239.4106,-2398.0557445
403640,재무활동현금유입액,7265.74297,16824.011406,1799.2448000000002,3926.9106,1500.0000000000002
403650,단기사채의증가,NaN,NaN,NaN,NaN,NaN
403660,단기차입금의증가,2047.8676600000001,NaN,400.00000000000006,500.00000000000006,1500.0000000000002
403670,당좌차월의증가,NaN,NaN,NaN,NaN,NaN
403680,유동성장기부채의증가,NaN,NaN,NaN,NaN,NaN
403740,미지급금의증가,NaN,NaN,NaN,NaN,NaN
403750,사채의증가,NaN,1697.4360000000001,499.24480000000005,1895.7906000000003,NaN
403760,장기차입금의증가,2485.32065,283.9616844,900.0000000000001,1531.1200000000001,NaN
403770,장기미지급금의증가,NaN,NaN,NaN,NaN,NaN
403780,유동화채무의증가,NaN,NaN,NaN,NaN,NaN
403790,상환우선주부채의증가,NaN,NaN,NaN,NaN,NaN
403800,파생상품의변동,NaN,NaN,NaN,NaN,NaN
403810,(금융)리스부채의증가,NaN,NaN,NaN,NaN,NaN
403820,보증금등의증가,NaN,NaN,NaN,NaN,NaN
404640,기타금융부채의증가,NaN,NaN,NaN,NaN,NaN
403830,기타부채의증가,NaN,NaN,NaN,NaN,NaN
403840,자본금의증가,2670.27041,14842.613721600002,NaN,NaN,NaN
403860,자본잉여금의증가,NaN,NaN,NaN,NaN,NaN
403870,종속회사의증자등,NaN,NaN,NaN,NaN,NaN
403880,이익잉여금의증가,NaN,NaN,NaN,NaN,NaN
403890,자기주식의처분,NaN,NaN,NaN,NaN,NaN
403900,주식매입선택권의행사,NaN,NaN,NaN,NaN,NaN
403910,연결자본거래현금유입액,NaN,NaN,NaN,NaN,NaN
403920,종속기업소유지분변동에따른현금흐름,62.28425000000001,NaN,NaN,NaN,NaN
403930,비지배주주지분의증가,NaN,NaN,NaN,NaN,NaN
403940,정부보조금등의변동,NaN,NaN,NaN,NaN,NaN
403950,환율변동으로인한차이조정,NaN,NaN,NaN,NaN,NaN
404650,합병분할(양수도등)으로인한현금유입액,NaN,NaN,NaN,NaN,NaN
403960,기타재무활동으로인한현금유입액,NaN,NaN,NaN,NaN,NaN
403970,재무활동현금유출액,933.5566400000001,511.0948991,4671.001095500001,687.5,3898.0557445000004
403980,단기사채의감소,NaN,NaN,NaN,NaN,NaN
403990,단기차입금의감소,933.5566400000001,101.0948991,NaN,NaN,900.0000000000001
404000,당좌차월의감소,NaN,NaN,NaN,NaN,NaN
404010,유동성장기부채의감소,NaN,NaN,2365.6252253000002,187.50000000000003,2465.8335465000005
404070,미지급금의감소,NaN,NaN,NaN,NaN,NaN
404080,사채의감소,NaN,NaN,1700.0000000000002,500.00000000000006,500.00000000000006
404090,장기차입금의감소,NaN,410.00000000000006,605.3758702000001,NaN,NaN
404100,장기미지급금의감소,NaN,NaN,NaN,NaN,NaN
404110,유동화채무의감소,NaN,NaN,NaN,NaN,NaN
404120,상환우선주부채의감소,NaN,NaN,NaN,NaN,NaN
404130,파생상품의변동,NaN,NaN,NaN,NaN,NaN
404140,(금융)리스부채의감소,NaN,NaN,NaN,NaN,32.222198
404150,보증금등의감소,NaN,NaN,NaN,NaN,NaN
404660,기타금융부채의감소,NaN,NaN,NaN,NaN,NaN
404160,기타부채의감소,NaN,NaN,NaN,NaN,NaN
404170,자본금의감소,NaN,NaN,NaN,NaN,NaN
404190,자본잉여금의감소,NaN,NaN,NaN,NaN,NaN
404200,종속회사의감자등,NaN,NaN,NaN,NaN,NaN
404210,이익잉여금의감소(배당제외),NaN,NaN,NaN,NaN,NaN
404220,자기주식의취득,NaN,NaN,NaN,NaN,NaN
404230,연결자본거래현금유출액,NaN,NaN,NaN,NaN,NaN
404240,종속기업소유지분변동에따른현금흐름,NaN,NaN,NaN,NaN,NaN
404250,비지배주주지분의감소,NaN,NaN,NaN,NaN,NaN
404260,정부보조금등의변동,NaN,NaN,NaN,NaN,NaN
404270,환율변동으로인한차이조정,NaN,NaN,NaN,NaN,NaN
404670,합병분할(양수도등)으로인한현금유입액,NaN,NaN,NaN,NaN,NaN
404280,기타재무활동으로인한현금유출액,NaN,NaN,NaN,NaN,NaN
404290,이자수입,NaN,NaN,NaN,NaN,NaN
404300,이자지급(-),NaN,NaN,NaN,NaN,NaN
404310,배당금수입,NaN,NaN,NaN,NaN,NaN
404320,배당금지급(-),NaN,NaN,NaN,NaN,NaN
404330,법인세환입,NaN,NaN,NaN,NaN,NaN
404340,법인세납부(-),NaN,NaN,NaN,NaN,NaN
404350,중단사업관련현금흐름,NaN,NaN,NaN,NaN,NaN
404360,영업투자재무활동기타현금흐름,NaN,NaN,NaN,NaN,NaN
404370,연결범위변동으로인한현금의증가,NaN,NaN,NaN,NaN,NaN
404380,환율변동효과,0.0007800000000000001,0.21661680000000003,-0.7551023,NaN,-25.112250000000003
404390,현금및현금성자산의증가,-617.7655500000001,1958.2753843000003,1277.5049081000002,-3404.6618648000003,1074.7874824
404400,기초현금및현금성자산,962.8661700000001,345.1006219,2303.3760062,3580.8809142000005,176.21904940000002
404410,기말현금및현금성자산,345.10062000000005,2303.3760062,3580.8809142000005,176.21904940000002,1251.0065318000002
